,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,first_time
267,267,BNG(heart-statlog),1,1,active,ARFF,555946.0,2.0,444054.0,2.0,14.0,1000000.0,0.0,0.0,13.0,1.0,0.3180117607116699
268,268,BNG(vehicle),1,1,active,ARFF,257546.0,4.0,235618.0,4.0,19.0,1000000.0,0.0,0.0,18.0,1.0,0.4489901065826416
269,269,BNG(hepatitis),1,1,active,ARFF,792183.0,2.0,207817.0,2.0,20.0,1000000.0,0.0,0.0,6.0,14.0,0.2680027484893799
271,271,BNG(waveform-5000),1,1,active,ARFF,338402.0,3.0,330606.0,3.0,41.0,1000000.0,0.0,0.0,40.0,1.0,0.7483773231506348
272,272,BNG(zoo),1,1,active,ARFF,396504.0,100.0,42792.0,7.0,18.0,1000000.0,0.0,0.0,1.0,17.0,0.8189985752105713
273,273,IMDB.drama,1,1,active,Sparse_ARFF,77140.0,2.0,43779.0,2.0,1002.0,120919.0,0.0,0.0,1001.0,1.0,0.9710249900817871
274,274,20_newsgroups.drift,1,1,active,ARFF,379943.0,2.0,19997.0,2.0,1002.0,399940.0,0.0,0.0,0.0,1001.0,1.7469730377197266
275,275,meta_all.arff,1,1,active,ARFF,42.0,6.0,2.0,6.0,63.0,71.0,0.0,0.0,62.0,1.0,0.058995723724365234
276,276,meta_batchincremental.arff,1,1,active,ARFF,50.0,4.0,3.0,4.0,63.0,74.0,0.0,0.0,62.0,1.0,0.05299782752990723
277,277,meta_ensembles.arff,1,1,active,ARFF,45.0,4.0,5.0,4.0,63.0,74.0,0.0,0.0,62.0,1.0,0.057042598724365234
278,278,meta_instanceincremental.arff,1,1,active,ARFF,54.0,4.0,3.0,4.0,63.0,74.0,0.0,0.0,62.0,1.0,0.05595898628234863
279,279,meta_stream_intervals.arff,1,1,active,ARFF,23021.0,11.0,73.0,11.0,75.0,45164.0,0.0,0.0,74.0,1.0,0.13119769096374512
285,285,flags,1,2,active,ARFF,60.0,14.0,4.0,8.0,30.0,194.0,0.0,0.0,2.0,28.0,0.06799769401550293
287,287,wine_quality,1,94,active,ARFF,,,,0.0,12.0,6497.0,0.0,0.0,12.0,0.0,0.050597190856933594
293,293,covertype,2,167,active,Sparse_ARFF,297711.0,2.0,283301.0,2.0,55.0,581012.0,0.0,0.0,54.0,1.0,0.9950160980224609
294,294,satellite_image,1,94,active,ARFF,,,,0.0,37.0,6435.0,0.0,0.0,37.0,0.0,0.06399750709533691
296,296,Ailerons,1,167,active,ARFF,,,,0.0,41.0,13750.0,0.0,0.0,41.0,0.0,0.05899548530578613
298,298,coil2000,1,94,active,ARFF,,,,0.0,86.0,9822.0,0.0,0.0,86.0,0.0,0.06900477409362793
299,299,libras_move,1,94,active,ARFF,,,,0.0,91.0,360.0,0.0,0.0,91.0,0.0,0.0619962215423584
300,300,isolet,1,94,active,ARFF,300.0,26.0,298.0,26.0,618.0,7797.0,0.0,0.0,617.0,1.0,0.20299959182739258
301,301,ozone_level,1,94,active,ARFF,,1688.0,,0.0,73.0,2536.0,0.0,0.0,1.0,72.0,0.2669999599456787
307,307,vowel,2,2,active,ARFF,90.0,15.0,90.0,11.0,13.0,990.0,0.0,0.0,10.0,3.0,0.05800008773803711
308,308,puma32H,1,2,active,ARFF,,,,0.0,33.0,8192.0,0.0,0.0,33.0,0.0,0.07402205467224121
310,310,mammography,1,94,active,ARFF,10923.0,2.0,260.0,2.0,7.0,11183.0,0.0,0.0,6.0,1.0,0.05402231216430664
311,311,oil_spill,1,94,active,ARFF,896.0,2.0,41.0,2.0,50.0,937.0,0.0,0.0,49.0,1.0,0.054901123046875
312,312,scene,1,94,active,ARFF,1976.0,2.0,431.0,2.0,300.0,2407.0,0.0,0.0,294.0,6.0,0.10576510429382324
313,313,spectrometer,1,94,active,ARFF,55.0,531.0,1.0,48.0,103.0,531.0,0.0,0.0,100.0,3.0,0.0718998908996582
315,315,us_crime,1,94,active,ARFF,,,,0.0,128.0,1994.0,1871.0,39202.0,127.0,0.0,0.07499361038208008
316,316,yeast_ml8,1,94,active,ARFF,2383.0,2.0,34.0,2.0,117.0,2417.0,0.0,0.0,103.0,14.0,0.08003616333007812
327,327,bridges,3,2,active,ARFF,44.0,54.0,10.0,6.0,13.0,105.0,35.0,61.0,3.0,10.0,0.06098508834838867
328,328,bridges,4,2,active,ARFF,44.0,54.0,10.0,6.0,13.0,105.0,35.0,61.0,0.0,13.0,0.0605010986328125
329,329,hayes-roth,1,2,active,ARFF,65.0,3.0,31.0,3.0,5.0,160.0,0.0,0.0,4.0,1.0,0.04902148246765137
333,333,monks-problems-1,1,2,active,ARFF,278.0,4.0,278.0,2.0,7.0,556.0,0.0,0.0,0.0,7.0,0.0549769401550293
334,334,monks-problems-2,1,2,active,ARFF,395.0,4.0,206.0,2.0,7.0,601.0,0.0,0.0,0.0,7.0,0.05065298080444336
335,335,monks-problems-3,1,2,active,ARFF,288.0,4.0,266.0,2.0,7.0,554.0,0.0,0.0,0.0,7.0,0.05604147911071777
336,336,SPECT,1,2,active,ARFF,212.0,2.0,55.0,2.0,23.0,267.0,0.0,0.0,0.0,23.0,0.06699633598327637
337,337,SPECTF,1,2,active,ARFF,254.0,2.0,95.0,2.0,45.0,349.0,0.0,0.0,44.0,1.0,0.05796527862548828
338,338,grub-damage,1,2,active,ARFF,49.0,21.0,19.0,4.0,9.0,155.0,0.0,0.0,2.0,7.0,0.05102276802062988
339,339,pasture,1,2,active,ARFF,12.0,4.0,12.0,3.0,23.0,36.0,0.0,0.0,21.0,2.0,0.058012962341308594
340,340,squash-stored,1,2,active,ARFF,23.0,22.0,8.0,3.0,25.0,52.0,2.0,7.0,21.0,4.0,0.0579679012298584
342,342,squash-unstored,1,2,active,ARFF,24.0,22.0,4.0,3.0,24.0,52.0,9.0,39.0,20.0,4.0,0.05199718475341797
343,343,white-clover,1,2,active,ARFF,38.0,7.0,1.0,4.0,32.0,63.0,0.0,0.0,27.0,5.0,0.04999661445617676
344,344,mv,1,2,active,ARFF,,3.0,,0.0,11.0,40768.0,0.0,0.0,8.0,3.0,0.05802416801452637
346,346,aids,1,2,active,ARFF,25.0,5.0,25.0,2.0,5.0,50.0,0.0,0.0,2.0,3.0,0.04797792434692383
350,350,webdata_wXa,1,167,active,Sparse_ARFF,28100.0,2.0,8874.0,2.0,124.0,36974.0,0.0,0.0,123.0,1.0,0.1900014877319336
351,351,codrna,1,167,active,Sparse_ARFF,325710.0,2.0,162855.0,2.0,9.0,488565.0,0.0,0.0,8.0,1.0,0.5369982719421387
354,354,poker,1,167,active,Sparse_ARFF,513702.0,2.0,511308.0,2.0,11.0,1025010.0,0.0,0.0,10.0,1.0,1.4443817138671875
357,357,vehicle_sensIT,1,167,active,Sparse_ARFF,49264.0,2.0,49264.0,2.0,101.0,98528.0,0.0,0.0,100.0,1.0,1.514763593673706
372,372,internet_usage,1,2,active,ARFF,2878.0,10108.0,6.0,46.0,72.0,10108.0,2699.0,2699.0,0.0,72.0,0.2239992618560791
373,373,UNIX_user_data,1,2,active,ARFF,2425.0,9.0,484.0,9.0,3.0,9100.0,0.0,0.0,1.0,1.0,0.062001943588256836
374,374,SyskillWebert-BioMedical,1,2,active,ARFF,96.0,3.0,3.0,3.0,3.0,131.0,0.0,0.0,0.0,1.0,0.053995609283447266
375,375,JapaneseVowels,1,2,active,ARFF,1614.0,9.0,782.0,9.0,15.0,9961.0,0.0,0.0,14.0,1.0,0.058999061584472656
376,376,SyskillWebert-Sheep,1,2,active,ARFF,51.0,2.0,14.0,2.0,3.0,65.0,0.0,0.0,0.0,1.0,0.048006534576416016
377,377,synthetic_control,1,2,active,ARFF,100.0,6.0,100.0,6.0,62.0,600.0,0.0,0.0,60.0,2.0,0.05799412727355957
378,378,ipums_la_99-small,1,2,active,ARFF,5803.0,3890.0,197.0,7.0,61.0,8844.0,8844.0,51515.0,0.0,61.0,0.22504186630249023
379,379,SyskillWebert-Goats,1,2,active,ARFF,37.0,3.0,1.0,3.0,3.0,70.0,0.0,0.0,0.0,1.0,0.054865121841430664
380,380,SyskillWebert-Bands,1,2,active,ARFF,39.0,3.0,7.0,3.0,3.0,61.0,0.0,0.0,0.0,1.0,0.05000019073486328
381,381,ipums_la_98-small,1,2,active,ARFF,4802.0,3594.0,71.0,7.0,61.0,7485.0,7485.0,52048.0,0.0,61.0,0.1860036849975586
382,382,ipums_la_97-small,1,2,active,ARFF,1938.0,488.0,258.0,8.0,61.0,7019.0,7019.0,48089.0,0.0,61.0,0.1270005702972412
383,383,tr45.wc,1,2,active,Sparse_ARFF,160.0,10.0,14.0,10.0,8262.0,690.0,0.0,0.0,8261.0,1.0,3.2421884536743164
384,384,tr21.wc,1,2,active,Sparse_ARFF,231.0,6.0,4.0,6.0,7903.0,336.0,0.0,0.0,7902.0,1.0,3.118865489959717
385,385,tr31.wc,1,2,active,Sparse_ARFF,352.0,7.0,2.0,7.0,10129.0,927.0,0.0,0.0,10128.0,1.0,4.338490724563599
386,386,oh15.wc,1,2,active,Sparse_ARFF,157.0,10.0,53.0,10.0,3101.0,913.0,0.0,0.0,3100.0,1.0,1.517108678817749
387,387,tr11.wc,1,2,active,Sparse_ARFF,132.0,9.0,6.0,9.0,6430.0,414.0,0.0,0.0,6429.0,1.0,3.148996114730835
388,388,tr23.wc,1,2,active,Sparse_ARFF,91.0,6.0,6.0,6.0,5833.0,204.0,0.0,0.0,5832.0,1.0,2.8365516662597656
389,389,fbis.wc,1,2,active,Sparse_ARFF,506.0,17.0,38.0,17.0,2001.0,2463.0,0.0,0.0,2000.0,1.0,1.090040683746338
390,390,new3s.wc,1,2,active,Sparse_ARFF,696.0,44.0,104.0,44.0,26833.0,9558.0,0.0,0.0,26832.0,1.0,13.124119520187378
391,391,re0.wc,1,2,active,Sparse_ARFF,608.0,13.0,11.0,13.0,2887.0,1504.0,0.0,0.0,2886.0,1.0,1.4429693222045898
392,392,oh0.wc,1,2,active,Sparse_ARFF,194.0,10.0,51.0,10.0,3183.0,1003.0,0.0,0.0,3182.0,1.0,1.6660001277923584
393,393,la2s.wc,1,2,active,Sparse_ARFF,905.0,6.0,248.0,6.0,12433.0,3075.0,0.0,0.0,12432.0,1.0,6.071776390075684
394,394,oh5.wc,1,2,active,Sparse_ARFF,149.0,10.0,59.0,10.0,3013.0,918.0,0.0,0.0,3012.0,1.0,1.5125243663787842
395,395,re1.wc,1,2,active,Sparse_ARFF,371.0,25.0,10.0,25.0,3759.0,1657.0,0.0,0.0,3758.0,1.0,1.8570399284362793
396,396,la1s.wc,1,2,active,Sparse_ARFF,943.0,6.0,273.0,6.0,13196.0,3204.0,0.0,0.0,13195.0,1.0,6.503511905670166
397,397,tr12.wc,1,2,active,Sparse_ARFF,93.0,8.0,9.0,8.0,5805.0,313.0,0.0,0.0,5804.0,1.0,2.7510385513305664
398,398,wap.wc,1,2,active,Sparse_ARFF,341.0,20.0,5.0,20.0,8461.0,1560.0,0.0,0.0,8460.0,1.0,4.223235368728638
399,399,ohscal.wc,1,2,active,Sparse_ARFF,1621.0,10.0,709.0,10.0,11466.0,11162.0,0.0,0.0,11465.0,1.0,4.635004281997681
400,400,tr41.wc,1,2,active,Sparse_ARFF,243.0,10.0,9.0,10.0,7455.0,878.0,0.0,0.0,7454.0,1.0,2.39162278175354
401,401,oh10.wc,1,2,active,Sparse_ARFF,165.0,10.0,52.0,10.0,3239.0,1050.0,0.0,0.0,3238.0,1.0,1.054962396621704
402,402,yokohoma2,1,2,active,ARFF,,,,0.0,1143.0,12.0,0.0,0.0,1143.0,0.0,0.08803677558898926
403,403,heyl,1,2,active,ARFF,,,,0.0,1143.0,11.0,0.0,0.0,1143.0,0.0,0.08600020408630371
404,404,yokohoma1,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0,0.08499956130981445
405,405,mtp,1,2,active,ARFF,,,,0.0,203.0,4450.0,0.0,0.0,203.0,0.0,0.07900047302246094
406,406,qsbr_y2,1,2,active,ARFF,,,,0.0,10.0,25.0,0.0,0.0,10.0,0.0,0.036998748779296875
407,407,krystek,1,2,active,ARFF,,,,0.0,1143.0,30.0,0.0,0.0,1143.0,0.0,0.08600044250488281
408,408,depreux,1,2,active,ARFF,,,,0.0,1143.0,26.0,0.0,0.0,1143.0,0.0,0.08700180053710938
409,409,pdgfr,1,2,active,ARFF,,,,0.0,321.0,79.0,0.0,0.0,321.0,0.0,0.059996843338012695
410,410,carbolenes,1,2,active,ARFF,,,,0.0,1143.0,37.0,0.0,0.0,1143.0,0.0,0.08800649642944336
411,411,garrat2,1,2,active,ARFF,,,,0.0,1143.0,14.0,0.0,0.0,1143.0,0.0,0.08499431610107422
412,412,Phen,1,2,active,ARFF,,,,0.0,111.0,22.0,0.0,0.0,111.0,0.0,0.04499959945678711
413,413,siddiqi,1,2,active,ARFF,,,,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0,0.10687661170959473
414,414,lewis,1,2,active,ARFF,,,,0.0,1143.0,7.0,0.0,0.0,1143.0,0.0,0.08599448204040527
415,415,thompson,1,2,active,ARFF,,,,0.0,1143.0,8.0,0.0,0.0,1143.0,0.0,0.0850057601928711
416,416,yprop_4_1,1,2,active,ARFF,,,,0.0,252.0,8885.0,0.0,0.0,252.0,0.0,0.10199379920959473
417,417,tsutumi,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0,0.08731627464294434
418,418,strupcz,1,2,active,ARFF,,,,0.0,1143.0,34.0,0.0,0.0,1143.0,0.0,0.08799958229064941
419,419,PHENETYL1,1,2,active,ARFF,,,,0.0,629.0,22.0,0.0,0.0,629.0,0.0,0.07599902153015137
420,420,cristalli,1,2,active,ARFF,,,,0.0,1143.0,32.0,0.0,0.0,1143.0,0.0,0.08899998664855957
421,421,selwood,1,2,active,ARFF,,,,0.0,54.0,31.0,0.0,0.0,54.0,0.0,0.04018354415893555
422,422,topo_2_1,1,2,active,ARFF,,,,0.0,267.0,8885.0,0.0,0.0,267.0,0.0,0.10808444023132324
423,423,svensson,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0,0.08495950698852539
424,424,pah,1,2,active,ARFF,,,,0.0,113.0,80.0,0.0,0.0,113.0,0.0,0.04599475860595703
425,425,penning,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0,0.08496761322021484
426,426,qsfsr1,1,2,active,ARFF,,,,0.0,10.0,20.0,0.0,0.0,10.0,0.0,0.03628039360046387
427,427,qsfrdhla,1,2,active,ARFF,,,,0.0,34.0,16.0,0.0,0.0,34.0,0.0,0.04008316993713379
428,428,qsprcmpx,1,2,active,ARFF,,,,0.0,40.0,22.0,0.0,0.0,40.0,0.0,0.0400540828704834
429,429,qsfsr2,1,2,active,ARFF,,,,0.0,10.0,19.0,0.0,0.0,10.0,0.0,0.03599429130554199
430,430,mtp2,1,2,active,ARFF,,,,0.0,1143.0,274.0,0.0,0.0,1143.0,0.0,0.09400653839111328
431,431,qsbralks,1,2,active,ARFF,,,,0.0,22.0,13.0,0.0,0.0,22.0,0.0,0.03799271583557129
432,432,stevenson,1,2,active,ARFF,,,,0.0,1143.0,5.0,0.0,0.0,1143.0,0.0,0.08600139617919922
433,433,qsartox,1,2,active,ARFF,,,,0.0,24.0,16.0,0.0,0.0,24.0,0.0,0.03898882865905762
434,434,benzo32,1,2,active,ARFF,,,,0.0,33.0,195.0,0.0,0.0,33.0,0.0,0.037992238998413086
435,435,uehling,1,2,active,ARFF,,,,0.0,1143.0,9.0,0.0,0.0,1143.0,0.0,0.08601021766662598
436,436,rosowky,1,2,active,ARFF,,,,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0,0.08799552917480469
437,437,garrat,1,2,active,ARFF,,,,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0,0.0850057601928711
438,438,doherty,1,2,active,ARFF,,,,0.0,1143.0,6.0,0.0,0.0,1143.0,0.0,0.10099172592163086
439,439,chang,1,2,active,ARFF,,,,0.0,1143.0,34.0,0.0,0.0,1143.0,0.0,0.0890052318572998
440,440,qsabr2,1,2,active,ARFF,,,,0.0,10.0,15.0,0.0,0.0,10.0,0.0,0.03670907020568848
441,441,qsabr1,1,2,active,ARFF,,,,0.0,10.0,15.0,0.0,0.0,10.0,0.0,0.03473830223083496
442,442,qsbr_rw1,1,2,active,ARFF,,,,0.0,51.0,14.0,0.0,0.0,51.0,0.0,0.03978896141052246
443,443,analcatdata_broadway,1,2,active,ARFF,68.0,7.0,1.0,5.0,10.0,95.0,6.0,9.0,3.0,7.0,0.04293346405029297
444,444,analcatdata_boxing2,1,2,active,ARFF,71.0,12.0,61.0,2.0,4.0,132.0,0.0,0.0,0.0,4.0,0.03799581527709961
446,446,prnn_crabs,1,2,active,ARFF,100.0,2.0,100.0,2.0,8.0,200.0,0.0,0.0,6.0,2.0,0.03899717330932617
448,448,analcatdata_boxing1,1,2,active,ARFF,78.0,12.0,42.0,2.0,4.0,120.0,0.0,0.0,0.0,4.0,0.03597116470336914
449,449,analcatdata_homerun,1,2,active,ARFF,101.0,7.0,1.0,5.0,28.0,163.0,1.0,9.0,13.0,15.0,0.043001413345336914
450,450,analcatdata_lawsuit,1,2,active,ARFF,245.0,2.0,19.0,2.0,5.0,264.0,0.0,0.0,3.0,2.0,0.03299760818481445
451,451,irish,1,2,active,ARFF,278.0,10.0,222.0,2.0,6.0,500.0,32.0,32.0,2.0,4.0,0.03600168228149414
452,452,analcatdata_broadwaymult,1,2,active,ARFF,118.0,95.0,21.0,7.0,8.0,285.0,18.0,27.0,3.0,5.0,0.04000401496887207
453,453,analcatdata_bondrate,1,2,active,ARFF,33.0,10.0,1.0,5.0,12.0,57.0,1.0,1.0,4.0,8.0,0.03899526596069336
454,454,analcatdata_halloffame,1,2,active,ARFF,1215.0,7.0,57.0,3.0,18.0,1340.0,20.0,20.0,15.0,3.0,0.04800128936767578
455,455,cars,1,2,active,ARFF,254.0,5.0,73.0,3.0,9.0,406.0,14.0,14.0,6.0,3.0,0.039999961853027344
456,456,analcatdata_birthday,1,2,active,ARFF,,31.0,,0.0,4.0,365.0,30.0,30.0,1.0,3.0,0.03499937057495117
457,457,prnn_cushings,1,2,active,ARFF,12.0,4.0,2.0,4.0,4.0,27.0,0.0,0.0,2.0,2.0,0.03599882125854492
458,458,analcatdata_authorship,1,2,active,ARFF,317.0,4.0,55.0,4.0,71.0,841.0,0.0,0.0,70.0,1.0,0.04400014877319336
459,459,analcatdata_asbestos,1,2,active,ARFF,46.0,3.0,37.0,2.0,4.0,83.0,0.0,0.0,1.0,3.0,0.03599977493286133
460,460,analcatdata_reviewer,1,2,active,ARFF,141.0,3.0,54.0,4.0,9.0,379.0,365.0,1418.0,0.0,9.0,0.043001413345336914
461,461,analcatdata_creditscore,1,2,active,ARFF,73.0,6.0,27.0,2.0,7.0,100.0,0.0,0.0,3.0,4.0,0.03399944305419922
462,462,analcatdata_challenger,1,2,active,ARFF,16.0,3.0,2.0,3.0,6.0,23.0,0.0,0.0,1.0,5.0,0.03699922561645508
463,463,backache,1,2,active,ARFF,155.0,10.0,25.0,2.0,33.0,180.0,0.0,0.0,6.0,27.0,0.048999786376953125
464,464,prnn_synth,1,2,active,ARFF,125.0,2.0,125.0,2.0,3.0,250.0,0.0,0.0,2.0,1.0,0.036000967025756836
465,465,analcatdata_cyyoung8092,1,2,active,ARFF,73.0,62.0,24.0,2.0,11.0,97.0,0.0,0.0,7.0,4.0,0.037999868392944336
466,466,schizo,1,2,active,ARFF,177.0,3.0,163.0,2.0,15.0,340.0,228.0,834.0,12.0,3.0,0.036000728607177734
467,467,analcatdata_japansolvent,1,2,active,ARFF,27.0,2.0,25.0,2.0,10.0,52.0,0.0,0.0,8.0,2.0,0.03699898719787598
468,468,confidence,1,2,active,ARFF,12.0,6.0,12.0,6.0,4.0,72.0,0.0,0.0,3.0,1.0,0.03300046920776367
469,469,analcatdata_dmft,1,2,active,ARFF,155.0,9.0,123.0,6.0,5.0,797.0,0.0,0.0,0.0,5.0,0.03699970245361328
470,470,profb,1,2,active,ARFF,448.0,28.0,224.0,2.0,10.0,672.0,666.0,1200.0,5.0,5.0,0.03899836540222168
471,471,analcatdata_draft,1,2,active,ARFF,,12.0,,,5.0,366.0,2.0,2.0,2.0,3.0,0.04100370407104492
472,472,lupus,1,2,active,ARFF,52.0,2.0,35.0,2.0,4.0,87.0,0.0,0.0,3.0,1.0,0.03999805450439453
474,474,analcatdata_marketing,1,2,active,ARFF,203.0,5.0,2.0,6.0,33.0,364.0,53.0,101.0,0.0,33.0,0.05299997329711914
475,475,analcatdata_germangss,1,2,active,ARFF,100.0,5.0,100.0,4.0,6.0,400.0,0.0,0.0,1.0,5.0,0.03600025177001953
476,476,analcatdata_bankruptcy,1,2,active,ARFF,25.0,2.0,25.0,2.0,7.0,50.0,0.0,0.0,5.0,2.0,0.03600001335144043
477,477,fl2000,1,2,active,ARFF,41.0,5.0,1.0,5.0,17.0,67.0,0.0,0.0,14.0,3.0,0.03799867630004883
479,479,analcatdata_cyyoung9302,1,2,active,ARFF,73.0,9.0,19.0,2.0,11.0,92.0,0.0,0.0,6.0,5.0,0.04500412940979004
480,480,prnn_viruses,1,2,active,ARFF,39.0,10.0,3.0,4.0,19.0,61.0,0.0,0.0,10.0,9.0,0.040995121002197266
481,481,biomed,1,2,active,ARFF,134.0,7.0,75.0,2.0,9.0,209.0,15.0,15.0,7.0,2.0,0.036000728607177734
482,482,arsenic-male-bladder,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0,0.036000967025756836
483,483,iq_brain_size,1,2,active,ARFF,,10.0,,0.0,9.0,20.0,0.0,0.0,6.0,3.0,0.03499865531921387
485,485,analcatdata_vehicle,1,2,active,ARFF,,6.0,,0.0,5.0,48.0,0.0,0.0,1.0,4.0,0.03600001335144043
486,486,papir_1,1,2,active,ARFF,,,,,,,,,,,0.0709989070892334
487,487,papir_2,1,2,active,ARFF,,,,0.0,41.0,30.0,0.0,0.0,41.0,0.0,0.03800177574157715
488,488,colleges_aaup,1,2,active,ARFF,617.0,52.0,1.0,4.0,17.0,1161.0,87.0,256.0,14.0,3.0,0.04899859428405762
490,490,hip,1,2,active,ARFF,,,,,8.0,54.0,30.0,120.0,8.0,0.0,0.03300166130065918
491,491,analcatdata_negotiation,1,2,active,ARFF,,2.0,,0.0,6.0,92.0,17.0,26.0,5.0,1.0,0.03400015830993652
492,492,newton_hema,1,2,active,ARFF,,11.0,,0.0,4.0,140.0,0.0,0.0,3.0,1.0,0.032998085021972656
493,493,wind_correlations,1,2,active,ARFF,,,,,47.0,45.0,0.0,0.0,47.0,0.0,0.037001609802246094
494,494,analcatdata_hiroshima,1,2,active,ARFF,,1.0,,0.0,3.0,649.0,0.0,0.0,2.0,1.0,0.03199958801269531
495,495,baseball-pitcher,1,2,active,ARFF,,,,,,,,,,,0.07399916648864746
497,497,veteran,1,2,active,ARFF,,4.0,,0.0,8.0,137.0,0.0,0.0,4.0,4.0,0.03803396224975586
498,498,analcatdata_runshoes,1,2,active,ARFF,,5.0,,0.0,11.0,60.0,14.0,14.0,5.0,6.0,0.03796553611755371
500,500,analcatdata_vineyard,1,2,active,ARFF,,9.0,,0.0,4.0,468.0,0.0,0.0,3.0,1.0,0.03300189971923828
501,501,analcatdata_impeach,1,2,active,ARFF,,50.0,,,10.0,100.0,0.0,0.0,2.0,8.0,0.040999412536621094
502,502,analcatdata_whale,1,2,active,ARFF,,2.0,,,8.0,228.0,5.0,20.0,6.0,2.0,0.03800034523010254
503,503,wind,1,2,active,ARFF,,,,0.0,15.0,6574.0,0.0,0.0,15.0,0.0,0.045001983642578125
504,504,analcatdata_supreme,1,2,active,ARFF,,,,0.0,8.0,4052.0,0.0,0.0,8.0,0.0,0.03599834442138672
505,505,tecator,1,2,active,ARFF,,,,0.0,125.0,240.0,0.0,0.0,125.0,0.0,0.046999454498291016
506,506,analcatdata_gsssexsurvey,1,2,active,ARFF,,2.0,,0.0,10.0,159.0,6.0,6.0,5.0,5.0,0.034998416900634766
507,507,space_ga,1,2,active,ARFF,,,,0.0,7.0,3107.0,0.0,0.0,7.0,0.0,0.03700137138366699
508,508,nflpass,1,2,active,ARFF,,,,0.0,7.0,26.0,0.0,0.0,6.0,1.0,0.03900003433227539
509,509,places,1,2,active,ARFF,,,,0.0,10.0,329.0,0.0,0.0,9.0,1.0,0.03900003433227539
510,510,sleep,2,2,active,ARFF,,,,0.0,11.0,62.0,20.0,38.0,10.0,1.0,0.03900003433227539
511,511,plasma_retinol,1,2,active,ARFF,,3.0,,0.0,14.0,315.0,0.0,0.0,11.0,3.0,0.03800058364868164
512,512,balloon,1,2,active,ARFF,,,,0.0,3.0,2001.0,0.0,0.0,3.0,0.0,0.03499889373779297
513,513,arsenic-female-lung,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0,0.03400015830993652
515,515,baseball-team,1,2,active,ARFF,,7.0,,0.0,9.0,26.0,0.0,0.0,5.0,4.0,0.0370025634765625
516,516,pbcseq,1,2,active,ARFF,,1024.0,,0.0,19.0,1945.0,832.0,1133.0,13.0,6.0,0.0489954948425293
518,518,analcatdata_gviolence,1,2,active,ARFF,,,,0.0,10.0,74.0,0.0,0.0,9.0,1.0,0.03800249099731445
519,519,vinnie,1,2,active,ARFF,,,,0.0,3.0,380.0,0.0,0.0,3.0,0.0,0.030998706817626953
520,520,analcatdata_wildcat,1,2,active,ARFF,,2.0,,0.0,6.0,163.0,0.0,0.0,4.0,2.0,0.03299903869628906
521,521,analcatdata_ncaa,1,2,active,ARFF,,3.0,,0.0,20.0,120.0,0.0,0.0,4.0,16.0,0.04300117492675781
522,522,pm10,1,2,active,ARFF,,,,0.0,8.0,500.0,0.0,0.0,8.0,0.0,0.06100034713745117
523,523,analcatdata_neavote,1,2,active,ARFF,,3.0,,0.0,4.0,100.0,0.0,0.0,2.0,2.0,0.035999298095703125
524,524,pbc,2,2,active,ARFF,,3.0,,0.0,20.0,418.0,142.0,1033.0,14.0,6.0,0.03899979591369629
525,525,baseball-hitter,1,2,active,ARFF,,,,,,,,,,,0.08750414848327637
526,526,analcatdata_seropositive,1,2,active,ARFF,,3.0,,0.0,4.0,132.0,0.0,0.0,3.0,1.0,0.03299593925476074
527,527,analcatdata_election2000,1,2,active,ARFF,,,,0.0,16.0,67.0,0.0,0.0,15.0,1.0,0.03697013854980469
528,528,humandevel,1,2,active,ARFF,,,,0.0,4.0,130.0,0.0,0.0,3.0,1.0,0.03900027275085449
529,529,pollen,1,2,active,ARFF,,,,0.0,6.0,3848.0,0.0,0.0,6.0,0.0,0.03699994087219238
530,530,analcatdata_olympic2000,1,2,active,ARFF,,,,0.0,13.0,66.0,0.0,0.0,12.0,1.0,0.03699946403503418
531,531,boston,1,2,active,ARFF,,9.0,,0.0,14.0,506.0,0.0,0.0,12.0,2.0,0.03600049018859863
532,532,analcatdata_uktrainacc,1,2,active,ARFF,,,,,16.0,31.0,25.0,150.0,16.0,0.0,0.034999847412109375
533,533,arsenic-female-bladder,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0,0.034000396728515625
534,534,cps_85_wages,1,2,active,ARFF,,6.0,,0.0,11.0,534.0,0.0,0.0,4.0,7.0,0.0429990291595459
535,535,analcatdata_chlamydia,1,2,active,ARFF,,10.0,,0.0,4.0,100.0,0.0,0.0,1.0,3.0,0.03500032424926758
