,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,first_time,first_time_1,OUT
334,334,monks-problems-2,1,2,active,ARFF,395,4,206,2,7,601,0,0,0,7,0.200998306,0.050652981,FALSE
335,335,monks-problems-3,1,2,active,ARFF,288,4,266,2,7,554,0,0,0,7,0.225999594,0.056041479,FALSE
336,336,SPECT,1,2,active,ARFF,212,2,55,2,23,267,0,0,0,23,0.231999874,0.066996336,FALSE
337,337,SPECTF,1,2,active,ARFF,254,2,95,2,45,349,0,0,44,1,0.292303801,0.057965279,FALSE
338,338,grub-damage,1,2,active,ARFF,49,21,19,4,9,155,0,0,2,7,0.204288721,0.051022768,FALSE
339,339,pasture,1,2,active,ARFF,12,4,12,3,23,36,0,0,21,2,0.19900465,0.058012962,FALSE
340,340,squash-stored,1,2,active,ARFF,23,22,8,3,25,52,2,7,21,4,0.193977594,0.057967901,FALSE
342,342,squash-unstored,1,2,active,ARFF,24,22,4,3,24,52,9,39,20,4,0.198447227,0.051997185,FALSE
343,343,white-clover,1,2,active,ARFF,38,7,1,4,32,63,0,0,27,5,0.193673849,0.049996614,FALSE
344,344,mv,1,2,active,ARFF,,3,,0,11,40768,0,0,8,3,1.225423098,0.058024168,FALSE
346,346,aids,1,2,active,ARFF,25,5,25,2,5,50,0,0,2,3,0.196677685,0.047977924,FALSE
350,350,webdata_wXa,1,167,active,Sparse_ARFF,28100,2,8874,2,124,36974,0,0,123,1,1.488301516,0.190001488,FALSE
351,351,codrna,1,167,active,Sparse_ARFF,325710,2,162855,2,9,488565,0,0,8,1,12.32575059,0.536998272,FALSE
354,354,poker,1,167,active,Sparse_ARFF,513702,2,511308,2,11,1025010,0,0,10,1,32.20475078,1.444381714,FALSE
357,357,vehicle_sensIT,1,167,active,Sparse_ARFF,49264,2,49264,2,101,98528,0,0,100,1,34.25920177,1.514763594,FALSE
372,372,internet_usage,1,2,active,ARFF,2878,10108,6,46,72,10108,2699,2699,0,72,1.422018051,0.223999262,FALSE
373,373,UNIX_user_data,1,2,active,ARFF,2425,9,484,9,3,9100,0,0,1,1,0.511976242,0.062001944,FALSE
374,374,SyskillWebert-BioMedical,1,2,active,ARFF,96,3,3,3,3,131,0,0,0,1,0.569002628,0.053995609,FALSE
375,375,JapaneseVowels,1,2,active,ARFF,1614,9,782,9,15,9961,0,0,14,1,0.481725931,0.058999062,FALSE
376,376,SyskillWebert-Sheep,1,2,active,ARFF,51,2,14,2,3,65,0,0,0,1,0.268946409,0.048006535,FALSE
377,377,synthetic_control,1,2,active,ARFF,100,6,100,6,62,600,0,0,60,2,0.31949544,0.057994127,FALSE
378,378,ipums_la_99-small,1,2,active,ARFF,5803,3890,197,7,61,8844,8844,51515,0,61,1.284558058,0.225041866,FALSE
379,379,SyskillWebert-Goats,1,2,active,ARFF,37,3,1,3,3,70,0,0,0,1,0.322015285,0.054865122,FALSE
380,380,SyskillWebert-Bands,1,2,active,ARFF,39,3,7,3,3,61,0,0,0,1,0.294133186,0.050000191,FALSE
381,381,ipums_la_98-small,1,2,active,ARFF,4802,3594,71,7,61,7485,7485,52048,0,61,1.153418779,0.186003685,FALSE
382,382,ipums_la_97-small,1,2,active,ARFF,1938,488,258,8,61,7019,7019,48089,0,61,0.970955372,0.12700057,FALSE
383,383,tr45.wc,1,2,active,Sparse_ARFF,160,10,14,10,8262,690,0,0,8261,1,3.600953579,3.242188454,FALSE
384,384,tr21.wc,1,2,active,Sparse_ARFF,231,6,4,6,7903,336,0,0,7902,1,3.37582469,3.11886549,FALSE
385,385,tr31.wc,1,2,active,Sparse_ARFF,352,7,2,7,10129,927,0,0,10128,1,4.47376585,4.338490725,FALSE
386,386,oh15.wc,1,2,active,Sparse_ARFF,157,10,53,10,3101,913,0,0,3100,1,1.435926676,1.517108679,TRUE
387,387,tr11.wc,1,2,active,Sparse_ARFF,132,9,6,9,6430,414,0,0,6429,1,2.685861588,3.148996115,TRUE
388,388,tr23.wc,1,2,active,Sparse_ARFF,91,6,6,6,5833,204,0,0,5832,1,2.52787137,2.836551666,TRUE
389,389,fbis.wc,1,2,active,Sparse_ARFF,506,17,38,17,2001,2463,0,0,2000,1,1.979893208,1.090040684,FALSE
390,390,new3s.wc,1,2,active,Sparse_ARFF,696,44,104,44,26833,9558,0,0,26832,1,15.88817978,13.12411952,FALSE
391,391,re0.wc,1,2,active,Sparse_ARFF,608,13,11,13,2887,1504,0,0,2886,1,1.439925671,1.442969322,TRUE
392,392,oh0.wc,1,2,active,Sparse_ARFF,194,10,51,10,3183,1003,0,0,3182,1,1.521918297,1.666000128,TRUE
393,393,la2s.wc,1,2,active,Sparse_ARFF,905,6,248,6,12433,3075,0,0,12432,1,5.735706091,6.07177639,TRUE
394,394,oh5.wc,1,2,active,Sparse_ARFF,149,10,59,10,3013,918,0,0,3012,1,1.33093071,1.512524366,TRUE
395,395,re1.wc,1,2,active,Sparse_ARFF,371,25,10,25,3759,1657,0,0,3758,1,1.753910542,1.857039928,TRUE
396,396,la1s.wc,1,2,active,Sparse_ARFF,943,6,273,6,13196,3204,0,0,13195,1,6.462701321,6.503511906,TRUE
397,397,tr12.wc,1,2,active,Sparse_ARFF,93,8,9,8,5805,313,0,0,5804,1,2.421872854,2.751038551,TRUE
398,398,wap.wc,1,2,active,Sparse_ARFF,341,20,5,20,8461,1560,0,0,8460,1,3.992812872,4.223235369,TRUE
399,399,ohscal.wc,1,2,active,Sparse_ARFF,1621,10,709,10,11466,11162,0,0,11465,1,6.207182407,4.635004282,FALSE
400,400,tr41.wc,1,2,active,Sparse_ARFF,243,10,9,10,7455,878,0,0,7454,1,3.427821636,2.391622782,FALSE
401,401,oh10.wc,1,2,active,Sparse_ARFF,165,10,52,10,3239,1050,0,0,3238,1,1.503922462,1.054962397,FALSE
402,402,yokohoma2,1,2,active,ARFF,,,,0,1143,12,0,0,1143,0,0.447976828,0.088036776,FALSE
403,403,heyl,1,2,active,ARFF,,,,0,1143,11,0,0,1143,0,0.381980896,0.086000204,FALSE
404,404,yokohoma1,1,2,active,ARFF,,,,0,1143,13,0,0,1143,0,0.367978096,0.084999561,FALSE
405,405,mtp,1,2,active,ARFF,,,,0,203,4450,0,0,203,0,1.458925009,0.079000473,FALSE
406,406,qsbr_y2,1,2,active,ARFF,,,,0,10,25,0,0,10,0,0.180994987,0.036998749,FALSE
407,407,krystek,1,2,active,ARFF,,,,0,1143,30,0,0,1143,0,0.408974886,0.086000443,FALSE
408,408,depreux,1,2,active,ARFF,,,,0,1143,26,0,0,1143,0,0.404998064,0.087001801,FALSE
409,409,pdgfr,1,2,active,ARFF,,,,0,321,79,0,0,321,0,0.300964594,0.059996843,FALSE
410,410,carbolenes,1,2,active,ARFF,,,,0,1143,37,0,0,1143,0,0.435982943,0.088006496,FALSE
411,411,garrat2,1,2,active,ARFF,,,,0,1143,14,0,0,1143,0,0.413973331,0.084994316,FALSE
412,412,Phen,1,2,active,ARFF,,,,0,111,22,0,0,111,0,0.212990284,0.044999599,FALSE
413,413,siddiqi,1,2,active,ARFF,,,,0,1143,10,0,0,1143,0,0.371987104,0.106876612,FALSE
414,414,lewis,1,2,active,ARFF,,,,0,1143,7,0,0,1143,0,0.347975254,0.085994482,FALSE
415,415,thompson,1,2,active,ARFF,,,,0,1143,8,0,0,1143,0,0.379979849,0.08500576,FALSE
416,416,yprop_4_1,1,2,active,ARFF,,,,0,252,8885,0,0,252,0,1.907904863,0.101993799,FALSE
417,417,tsutumi,1,2,active,ARFF,,,,0,1143,13,0,0,1143,0,0.365978479,0.087316275,FALSE
418,418,strupcz,1,2,active,ARFF,,,,0,1143,34,0,0,1143,0,0.400978804,0.087999582,FALSE
419,419,PHENETYL1,1,2,active,ARFF,,,,0,629,22,0,0,629,0,0.367980242,0.075999022,FALSE
420,420,cristalli,1,2,active,ARFF,,,,0,1143,32,0,0,1143,0,0.435977221,0.088999987,FALSE
421,421,selwood,1,2,active,ARFF,,,,0,54,31,0,0,54,0,0.199990511,0.040183544,FALSE
422,422,topo_2_1,1,2,active,ARFF,,,,0,267,8885,0,0,267,0,3.491760731,0.10808444,FALSE
423,423,svensson,1,2,active,ARFF,,,,0,1143,13,0,0,1143,0,0.369984627,0.084959507,FALSE
424,424,pah,1,2,active,ARFF,,,,0,113,80,0,0,113,0,0.211988926,0.045994759,FALSE
425,425,penning,1,2,active,ARFF,,,,0,1143,13,0,0,1143,0,0.399974823,0.084967613,FALSE
426,426,qsfsr1,1,2,active,ARFF,,,,0,10,20,0,0,10,0,0.179994345,0.036280394,FALSE
427,427,qsfrdhla,1,2,active,ARFF,,,,0,34,16,0,0,34,0,0.195989847,0.04008317,FALSE
428,428,qsprcmpx,1,2,active,ARFF,,,,0,40,22,0,0,40,0,0.212986231,0.040054083,FALSE
429,429,qsfsr2,1,2,active,ARFF,,,,0,10,19,0,0,10,0,0.171990395,0.035994291,FALSE
430,430,mtp2,1,2,active,ARFF,,,,0,1143,274,0,0,1143,0,0.825449228,0.094006538,FALSE
431,431,qsbralks,1,2,active,ARFF,,,,0,22,13,0,0,22,0,0.191982746,0.037992716,FALSE
432,432,stevenson,1,2,active,ARFF,,,,0,1143,5,0,0,1143,0,0.448981285,0.086001396,FALSE
433,433,qsartox,1,2,active,ARFF,,,,0,24,16,0,0,24,0,0.186988354,0.038988829,FALSE
434,434,benzo32,1,2,active,ARFF,,,,0,33,195,0,0,33,0,0.214990139,0.037992239,FALSE
435,435,uehling,1,2,active,ARFF,,,,0,1143,9,0,0,1143,0,0.385981798,0.086010218,FALSE
436,436,rosowky,1,2,active,ARFF,,,,0,1143,10,0,0,1143,0,0.429975986,0.087995529,FALSE
437,437,garrat,1,2,active,ARFF,,,,0,1143,10,0,0,1143,0,0.439980268,0.08500576,FALSE
438,438,doherty,1,2,active,ARFF,,,,0,1143,6,0,0,1143,0,0.363976479,0.100991726,FALSE
439,439,chang,1,2,active,ARFF,,,,0,1143,34,0,0,1143,0,0.468986511,0.089005232,FALSE
440,440,qsabr2,1,2,active,ARFF,,,,0,10,15,0,0,10,0,0.18798542,0.03670907,FALSE
441,441,qsabr1,1,2,active,ARFF,,,,0,10,15,0,0,10,0,0.189987659,0.034738302,FALSE
442,442,qsbr_rw1,1,2,active,ARFF,,,,0,51,14,0,0,51,0,0.211983919,0.039788961,FALSE
443,443,analcatdata_broadway,1,2,active,ARFF,68,7,1,5,10,95,6,9,3,7,0.195993185,0.042933464,FALSE
444,444,analcatdata_boxing2,1,2,active,ARFF,71,12,61,2,4,132,0,0,0,4,0.182987452,0.037995815,FALSE
446,446,prnn_crabs,1,2,active,ARFF,100,2,100,2,8,200,0,0,6,2,0.179990768,0.038997173,FALSE
448,448,analcatdata_boxing1,1,2,active,ARFF,78,12,42,2,4,120,0,0,0,4,0.193991184,0.035971165,FALSE
449,449,analcatdata_homerun,1,2,active,ARFF,101,7,1,5,28,163,1,9,13,15,0.197994471,0.043001413,FALSE
450,450,analcatdata_lawsuit,1,2,active,ARFF,245,2,19,2,5,264,0,0,3,2,0.204989672,0.032997608,FALSE
451,451,irish,1,2,active,ARFF,278,10,222,2,6,500,32,32,2,4,0.22298193,0.036001682,FALSE
452,452,analcatdata_broadwaymult,1,2,active,ARFF,118,95,21,7,8,285,18,27,3,5,0.186995506,0.040004015,FALSE
453,453,analcatdata_bondrate,1,2,active,ARFF,33,10,1,5,12,57,1,1,4,8,0.210987568,0.038995266,FALSE
454,454,analcatdata_halloffame,1,2,active,ARFF,1215,7,57,3,18,1340,20,20,15,3,0.268990517,0.048001289,FALSE
455,455,cars,1,2,active,ARFF,254,5,73,3,9,406,14,14,6,3,0.186984301,0.039999962,FALSE
456,456,analcatdata_birthday,1,2,active,ARFF,,31,,0,4,365,30,30,1,3,0.18699193,0.034999371,FALSE
457,457,prnn_cushings,1,2,active,ARFF,12,4,2,4,4,27,0,0,2,2,0.201989174,0.035998821,FALSE
458,458,analcatdata_authorship,1,2,active,ARFF,317,4,55,4,71,841,0,0,70,1,0.298985481,0.044000149,FALSE
459,459,analcatdata_asbestos,1,2,active,ARFF,46,3,37,2,4,83,0,0,1,3,0.181987286,0.035999775,FALSE
460,460,analcatdata_reviewer,1,2,active,ARFF,141,3,54,4,9,379,365,1418,0,9,0.213992834,0.043001413,FALSE
461,461,analcatdata_creditscore,1,2,active,ARFF,73,6,27,2,7,100,0,0,3,4,0.192987919,0.033999443,FALSE
462,462,analcatdata_challenger,1,2,active,ARFF,16,3,2,3,6,23,0,0,1,5,0.177990913,0.036999226,FALSE
463,463,backache,1,2,active,ARFF,155,10,25,2,33,180,0,0,6,27,0.233993292,0.048999786,FALSE
464,464,prnn_synth,1,2,active,ARFF,125,2,125,2,3,250,0,0,2,1,0.184990883,0.036000967,FALSE
465,465,analcatdata_cyyoung8092,1,2,active,ARFF,73,62,24,2,11,97,0,0,7,4,0.214987993,0.037999868,FALSE
466,466,schizo,1,2,active,ARFF,177,3,163,2,15,340,228,834,12,3,0.187000751,0.036000729,FALSE
467,467,analcatdata_japansolvent,1,2,active,ARFF,27,2,25,2,10,52,0,0,8,2,0.194005013,0.036998987,FALSE
468,468,confidence,1,2,active,ARFF,12,6,12,6,4,72,0,0,3,1,0.192960501,0.033000469,FALSE
469,469,analcatdata_dmft,1,2,active,ARFF,155,9,123,6,5,797,0,0,0,5,0.19874239,0.036999702,FALSE
470,470,profb,1,2,active,ARFF,448,28,224,2,10,672,666,1200,5,5,0.196989298,0.038998365,FALSE
471,471,analcatdata_draft,1,2,active,ARFF,,12,,,5,366,2,2,2,3,0.183217764,0.041003704,FALSE
472,472,lupus,1,2,active,ARFF,52,2,35,2,4,87,0,0,3,1,0.196965456,0.039998055,FALSE
474,474,analcatdata_marketing,1,2,active,ARFF,203,5,2,6,33,364,53,101,0,33,0.240988493,0.052999973,FALSE
475,475,analcatdata_germangss,1,2,active,ARFF,100,5,100,4,6,400,0,0,1,5,0.248027325,0.036000252,FALSE
476,476,analcatdata_bankruptcy,1,2,active,ARFF,25,2,25,2,7,50,0,0,5,2,0.191012621,0.036000013,FALSE
477,477,fl2000,1,2,active,ARFF,41,5,1,5,17,67,0,0,14,3,0.218995571,0.037998676,FALSE
479,479,analcatdata_cyyoung9302,1,2,active,ARFF,73,9,19,2,11,92,0,0,6,5,0.186018944,0.045004129,FALSE
480,480,prnn_viruses,1,2,active,ARFF,39,10,3,4,19,61,0,0,10,9,0.194892645,0.040995121,FALSE
481,481,biomed,1,2,active,ARFF,134,7,75,2,9,209,15,15,7,2,0.184994221,0.036000729,FALSE
482,482,arsenic-male-bladder,1,2,active,ARFF,,43,,0,5,559,0,0,4,1,0.200989008,0.036000967,FALSE
483,483,iq_brain_size,1,2,active,ARFF,,10,,0,9,20,0,0,6,3,0.186028242,0.034998655,FALSE
485,485,analcatdata_vehicle,1,2,active,ARFF,,6,,0,5,48,0,0,1,4,0.193956375,0.036000013,FALSE
486,486,papir_1,1,2,active,ARFF,,,,,,,,,,,0.194052458,0.070998907,FALSE
487,487,papir_2,1,2,active,ARFF,,,,0,41,30,0,0,41,0,0.191999674,0.038001776,FALSE
488,488,colleges_aaup,1,2,active,ARFF,617,52,1,4,17,1161,87,256,14,3,0.247743368,0.048998594,FALSE
490,490,hip,1,2,active,ARFF,,,,,8,54,30,120,8,0,0.176581383,0.033001661,FALSE
491,491,analcatdata_negotiation,1,2,active,ARFF,,2,,0,6,92,17,26,5,1,0.18498683,0.034000158,FALSE
492,492,newton_hema,1,2,active,ARFF,,11,,0,4,140,0,0,3,1,0.172991991,0.032998085,FALSE
493,493,wind_correlations,1,2,active,ARFF,,,,,47,45,0,0,47,0,0.226990223,0.03700161,FALSE
494,494,analcatdata_hiroshima,1,2,active,ARFF,,1,,0,3,649,0,0,2,1,0.173316956,0.031999588,FALSE
495,495,baseball-pitcher,1,2,active,ARFF,,,,,,,,,,,0.197172165,0.073999166,FALSE
497,497,veteran,1,2,active,ARFF,,4,,0,8,137,0,0,4,4,0.1882236,0.038033962,FALSE
498,498,analcatdata_runshoes,1,2,active,ARFF,,5,,0,11,60,14,14,5,6,0.178879499,0.037965536,FALSE
500,500,analcatdata_vineyard,1,2,active,ARFF,,9,,0,4,468,0,0,3,1,0.194983006,0.0330019,FALSE
501,501,analcatdata_impeach,1,2,active,ARFF,,50,,,10,100,0,0,2,8,0.202018499,0.040999413,FALSE
502,502,analcatdata_whale,1,2,active,ARFF,,2,,,8,228,5,20,6,2,0.196964979,0.038000345,FALSE
503,503,wind,1,2,active,ARFF,,,,0,15,6574,0,0,15,0,0.44218874,0.045001984,FALSE
504,504,analcatdata_supreme,1,2,active,ARFF,,,,0,8,4052,0,0,8,0,0.233061314,0.035998344,FALSE
505,505,tecator,1,2,active,ARFF,,,,0,125,240,0,0,125,0,0.25316453,0.046999454,FALSE
506,506,analcatdata_gsssexsurvey,1,2,active,ARFF,,2,,0,10,159,6,6,5,5,0.184332848,0.034998417,FALSE
507,507,space_ga,1,2,active,ARFF,,,,0,7,3107,0,0,7,0,0.291978121,0.037001371,FALSE
508,508,nflpass,1,2,active,ARFF,,,,0,7,26,0,0,6,1,0.198989868,0.039000034,FALSE
509,509,places,1,2,active,ARFF,,,,0,10,329,0,0,9,1,0.207594156,0.039000034,FALSE
510,510,sleep,2,2,active,ARFF,,,,0,11,62,20,38,10,1,0.186519861,0.039000034,FALSE
511,511,plasma_retinol,1,2,active,ARFF,,3,,0,14,315,0,0,11,3,0.214958191,0.038000584,FALSE
512,512,balloon,1,2,active,ARFF,,,,0,3,2001,0,0,3,0,0.191053629,0.034998894,FALSE
513,513,arsenic-female-lung,1,2,active,ARFF,,43,,0,5,559,0,0,4,1,0.187946558,0.034000158,FALSE
515,515,baseball-team,1,2,active,ARFF,,7,,0,9,26,0,0,5,4,0.197021723,0.037002563,FALSE
516,516,pbcseq,1,2,active,ARFF,,1024,,0,19,1945,832,1133,13,6,0.297975063,0.048995495,FALSE
518,518,analcatdata_gviolence,1,2,active,ARFF,,,,0,10,74,0,0,9,1,0.204966784,0.038002491,FALSE
519,519,vinnie,1,2,active,ARFF,,,,0,3,380,0,0,3,0,0.219988585,0.030998707,FALSE
520,520,analcatdata_wildcat,1,2,active,ARFF,,2,,0,6,163,0,0,4,2,0.180887938,0.032999039,FALSE
521,521,analcatdata_ncaa,1,2,active,ARFF,,3,,0,20,120,0,0,4,16,0.19508791,0.043001175,FALSE
522,522,pm10,1,2,active,ARFF,,,,0,8,500,0,0,8,0,0.227178574,0.061000347,FALSE
523,523,analcatdata_neavote,1,2,active,ARFF,,3,,0,4,100,0,0,2,2,0.183007002,0.035999298,FALSE
524,524,pbc,2,2,active,ARFF,,3,,0,20,418,142,1033,14,6,0.228968859,0.038999796,FALSE
525,525,baseball-hitter,1,2,active,ARFF,,,,,,,,,,,0.239462376,0.087504148,FALSE
526,526,analcatdata_seropositive,1,2,active,ARFF,,3,,0,4,132,0,0,3,1,0.179131269,0.032995939,FALSE
527,527,analcatdata_election2000,1,2,active,ARFF,,,,0,16,67,0,0,15,1,0.183170557,0.036970139,FALSE
528,528,humandevel,1,2,active,ARFF,,,,0,4,130,0,0,3,1,0.189990044,0.039000273,FALSE
529,529,pollen,1,2,active,ARFF,,,,0,6,3848,0,0,6,0,0.262537241,0.036999941,FALSE
530,530,analcatdata_olympic2000,1,2,active,ARFF,,,,0,13,66,0,0,12,1,0.187987089,0.036999464,FALSE
531,531,boston,1,2,active,ARFF,,9,,0,14,506,0,0,12,2,0.190961123,0.03600049,FALSE
532,532,analcatdata_uktrainacc,1,2,active,ARFF,,,,,16,31,25,150,16,0,0.178987265,0.034999847,FALSE
533,533,arsenic-female-bladder,1,2,active,ARFF,,43,,0,5,559,0,0,4,1,0.184375763,0.034000397,FALSE
534,534,cps_85_wages,1,2,active,ARFF,,6,,0,11,534,0,0,4,7,0.204098463,0.042999029,FALSE
535,535,analcatdata_chlamydia,1,2,active,ARFF,,10,,0,4,100,0,0,1,3,0.185206652,0.035000324,FALSE
536,536,arsenic-male-lung,1,2,active,ARFF,,43,,0,5,559,0,0,4,1,0.188819647,0.033999443,FALSE
537,537,houses,1,2,active,ARFF,,,,0,9,20640,0,0,9,0,0.709960222,0.057999372,FALSE
538,538,colleges_usnews,1,2,active,ARFF,,,,,,,,,,,0.255396128,0.082036734,FALSE
539,539,analcatdata_galapagos,1,2,active,ARFF,,,,0,8,30,6,6,7,1,0.18326664,0.036964893,FALSE
540,540,mu284,1,2,active,ARFF,,,,0,11,284,0,0,11,0,0.192994833,0.033998966,FALSE
541,541,socmob,1,2,active,ARFF,,17,,0,6,1156,0,0,2,4,0.206991196,0.039035559,FALSE
542,542,pollution,1,2,active,ARFF,,,,0,16,60,0,0,16,0,0.195985317,0.0349648,FALSE
543,543,boston_corrected,1,2,active,ARFF,,92,,0,21,506,0,0,18,3,0.230958462,0.039039373,FALSE
544,544,transplant,1,2,active,ARFF,,,,0,4,131,0,0,4,0,0.197993279,0.033960342,FALSE
545,545,lmpavw,1,2,active,ARFF,,,,0,1,6875,0,0,1,0,0.236017227,0.032999992,FALSE
546,546,sensory,1,2,active,ARFF,,6,,0,12,576,0,0,1,11,0.255730867,0.039999485,FALSE
547,547,no2,1,2,active,ARFF,,,,0,8,500,0,0,8,0,0.177593946,0.034000397,FALSE
549,549,strikes,1,2,active,ARFF,,,,0,7,625,0,0,7,0,0.193639517,0.033030748,FALSE
550,550,quake,2,2,active,ARFF,,,,0,4,2178,0,0,4,0,0.188989162,0.034968853,FALSE
551,551,analcatdata_michiganacc,1,2,active,ARFF,,12,,0,5,108,0,0,3,2,0.17999053,0.03500104,FALSE
552,552,detroit,2,2,active,ARFF,,,,0,14,13,0,0,14,0,0.179379225,0.033999205,FALSE
553,553,kidney,1,2,active,ARFF,,4,,0,7,76,0,0,4,3,0.199519396,0.035999775,FALSE
554,554,mnist_784,1,2,active,ARFF,7877,10,6313,10,785,70000,0,0,784,1,39.75342631,1.00510025,FALSE
555,555,analcatdata_apnea3,1,2,active,ARFF,,5,,0,4,450,0,0,2,2,0.214991093,0.037523985,FALSE
556,556,analcatdata_apnea2,1,2,active,ARFF,,5,,0,4,475,0,0,2,2,0.182989359,0.035004616,FALSE
557,557,analcatdata_apnea1,1,2,active,ARFF,,5,,0,4,475,0,0,2,2,0.2522192,0.035000086,FALSE
558,558,bank32nh,1,2,active,ARFF,,,,0,33,8192,0,0,33,0,0.671944618,0.044995546,FALSE
559,559,schlvote,1,2,active,ARFF,,,,,,,,,,,0.170371056,0.062004328,FALSE
560,560,bodyfat,1,2,active,ARFF,,,,0,15,252,0,0,15,0,0.186975241,0.036999226,FALSE
561,561,cpu,1,2,active,ARFF,,30,,0,8,209,0,0,7,1,0.177021265,0.035000563,FALSE
562,562,cpu_small,2,2,active,ARFF,,,,0,13,8192,0,0,13,0,0.429685354,0.040000439,FALSE
563,563,kdd_el_nino-small,1,2,active,ARFF,,,,,,,,,,,0.208980083,0.071032763,FALSE
564,564,fried,1,2,active,ARFF,,,,0,11,40768,0,0,11,0,0.947257519,0.046967506,FALSE
565,565,water-treatment,1,2,active,ARFF,,,,,,,,,,,0.31571126,0.114999294,FALSE
566,566,meta,1,2,active,ARFF,,24,,0,22,528,264,504,20,2,0.194987774,0.041237831,FALSE
567,567,kdd_coil_1,1,2,active,ARFF,,4,,0,12,316,34,56,9,3,0.214788675,0.03980422,FALSE
568,568,kdd_coil_2,1,2,active,ARFF,,4,,0,12,316,34,56,9,3,0.195352077,0.040001631,FALSE
569,569,auto93,1,2,active,ARFF,,31,,0,23,93,11,14,17,6,0.197987795,0.040206194,FALSE
570,570,kdd_coil_3,1,2,active,ARFF,,4,,0,12,316,34,56,9,3,0.200988054,0.039003849,FALSE
572,572,bank8FM,1,2,active,ARFF,,,,0,9,8192,0,0,9,0,0.364958048,0.041026115,FALSE
573,573,cpu_act,2,2,active,ARFF,,,,0,22,8192,0,0,22,0,0.558587313,0.043968678,FALSE
574,574,house_16H,1,2,active,ARFF,,,,0,17,22784,0,0,17,0,1.080405235,0.045000315,FALSE
575,575,kdd_coil_4,1,2,active,ARFF,,4,,0,12,316,34,56,9,3,0.19333005,0.038033485,FALSE
576,576,kdd_coil_5,1,2,active,ARFF,,4,,0,12,316,34,56,9,3,0.196233511,0.036996365,FALSE
577,577,kdd_coil_6,1,2,active,ARFF,,4,,0,12,316,34,56,9,3,0.208020926,0.038005352,FALSE
578,578,kdd_coil_7,1,2,active,ARFF,,4,,0,12,316,34,56,9,3,0.184956074,0.038000822,FALSE
579,579,fri_c0_250_5,1,2,active,ARFF,,,,0,6,250,0,0,6,0,0.181020021,0.033999681,FALSE
580,580,fri_c4_250_100,1,2,active,ARFF,,,,0,101,250,0,0,101,0,0.271956205,0.043965578,FALSE
581,581,fri_c3_500_25,1,2,active,ARFF,,,,0,26,500,0,0,26,0,0.236987114,0.047000647,FALSE
582,582,fri_c1_500_25,1,2,active,ARFF,,,,0,26,500,0,0,26,0,0.256455183,0.037998676,FALSE
583,583,fri_c1_1000_50,1,2,active,ARFF,,,,0,51,1000,0,0,51,0,0.368980408,0.0400002,FALSE
584,584,fri_c4_500_25,1,2,active,ARFF,,,,0,26,500,0,0,26,0,0.224986792,0.038029194,FALSE
585,585,fri_c3_100_10,1,2,active,ARFF,,,,0,11,100,0,0,11,0,0.176083803,0.033971786,FALSE
586,586,fri_c3_1000_25,1,2,active,ARFF,,,,0,26,1000,0,0,26,0,0.253394842,0.038997889,FALSE
587,587,fri_c3_100_50,1,2,active,ARFF,,,,0,51,100,0,0,51,0,0.260023117,0.038000107,FALSE
588,588,fri_c4_1000_100,1,2,active,ARFF,,,,0,101,1000,0,0,101,0,0.406506062,0.046000719,FALSE
589,589,fri_c2_1000_25,1,2,active,ARFF,,,,0,26,1000,0,0,26,0,0.260000467,0.038999557,FALSE
590,590,fri_c0_1000_50,1,2,active,ARFF,,,,0,51,1000,0,0,51,0,0.306988955,0.040000677,FALSE
591,591,fri_c1_100_10,1,2,active,ARFF,,,,0,11,100,0,0,11,0,0.179059029,0.03399992,FALSE
592,592,fri_c4_1000_25,1,2,active,ARFF,,,,0,26,1000,0,0,26,0,0.257264614,0.039999485,FALSE
593,593,fri_c1_1000_10,1,2,active,ARFF,,,,0,11,1000,0,0,11,0,0.227019787,0.035000324,FALSE
594,594,fri_c2_100_5,1,2,active,ARFF,,,,0,6,100,0,0,6,0,0.205088615,0.032999516,FALSE
595,595,fri_c0_1000_10,1,2,active,ARFF,,,,0,11,1000,0,0,11,0,0.215947866,0.034000397,FALSE
596,596,fri_c2_250_5,1,2,active,ARFF,,,,0,6,250,0,0,6,0,0.197957754,0.033999681,FALSE
597,597,fri_c2_500_5,1,2,active,ARFF,,,,0,6,500,0,0,6,0,0.205024481,0.035999298,FALSE
598,598,fri_c0_1000_25,1,2,active,ARFF,,,,0,26,1000,0,0,26,0,0.263890505,0.03900075,FALSE
599,599,fri_c2_1000_5,1,2,active,ARFF,,,,0,6,1000,0,0,6,0,0.219649076,0.03399992,FALSE
600,600,fri_c0_100_50,1,2,active,ARFF,,,,0,51,100,0,0,51,0,0.21502614,0.038000107,FALSE
601,601,fri_c1_250_5,1,2,active,ARFF,,,,0,6,250,0,0,6,0,0.187135935,0.034000158,FALSE
602,602,fri_c3_250_10,1,2,active,ARFF,,,,0,11,250,0,0,11,0,0.186986685,0.034003973,FALSE
603,603,fri_c0_250_50,1,2,active,ARFF,,,,0,51,250,0,0,51,0,0.204990387,0.037996054,FALSE
604,604,fri_c4_500_10,1,2,active,ARFF,,,,0,11,500,0,0,11,0,0.189990997,0.033999681,FALSE
